Sample_id,Site,Plot,Treatment,Year,Transect,Date_collected,SOM_crucible_g,SOM_crucible_and_sample_g,SOM_crucible_post_105_g,Moisture_correction,dry_to_wet_ratio,NMin_sample_g,dry_NMin_sample_g,NO3_Sample_ID,NO3_ABS_1,NO3_ABS_2,NO3_ABS_3,NO3_ppm1_stcurv1,NO3_ppm2_stcurv1,NO3_ppm3_stcurv1,NO3_ppm_avg_stcurv1,NO3_ppm1_stcurv2,NO3_ppm2_stcurv2,NO3_ppm3_stcurv2,NO3_ppm_avg_stcurv2,NO3_ppm1_stcurv3,NO3_ppm2_stcurv3,NO3_ppm3_stcurv3,NO3_ppm_avg_stcurv3,NO3_plate#,mg_NO3_per_g_stcurv1,mg_NO3_per_g_stcurv2,mg_NO3_per_g_stcurv3,,NH4_Sample_ID,NH4_ABS_1,NH4_ABS_2,NH4_ABS_3,NH4_ppm1_stcurv1,NH4_ppm2_stcurv1,NH4_ppm3_stcurv1,NH4_ppm_avg_stcurv1,NH4_ppm1_stcurv2,NH4_ppm2_stcurv2,NH4_ppm3_stcurv2,NH4_ppm_avg_stcurv2,NH4_ppm1_stcurv3,NH4_ppm2_stcurv3,NH4_ppm3_stcurv3,NH4_ppm_avg_stcurv3,NH4_plate#,mg_NH4_per_g_stcurv1,mg_NH4_per_g_stcurv2,mg_NH4_per_g_stcurv3
29B,LK,29,FA,2022,B,7/11/22,15.496,24.995,24.815,1.019315377,0.981050637,10.15,9.957663965,2022-29-B,0.211,0.214,0.227,2.442853696,2.52294726,2.87001937,2.611940109,2.354027189,2.431208408,2.765660358,2.516965318,2.384693715,2.462880394,2.801689337,2.549754482,plate2_20240207,0.013115225,0.012638332,0.012802975,,2022-29-B,0.231,0.253,0.229,0,0,0,0,0,0,0,0,0,0,0,0,plate6_20240130,0,0,0
29C,LK,29,FA,2022,C,7/11/22,15.66,25.064,24.874,1.020620794,0.979795832,10,9.797958316,2022-29-C,0.204,0.203,0.209,2.255968714,2.229270859,2.389457987,2.291565854,2.173937677,2.148210604,2.302573043,2.208240441,2.20225813,2.176195903,2.332569262,2.237007765,plate2_20240207,0.011694099,0.011268881,0.011415683,,2022-29-C,0.224,0.23,0.227,0,0,0,0,0,0,0,0,0,0,0,0,plate8_20240131,0,0,0
30A,LK,30,FA,2022,A,7/18/22,15.623,25.207,25.056,1.016007633,0.984244574,10.03,9.87197308,2022-30-A,0.157,0.167,0.159,1.001169548,1.268148094,1.054565257,1.107960966,0.964765241,1.222035972,1.016219387,1.067673534,0.97733349,1.237955753,1.029457942,1.081582395,plate2_20240207,0.005611649,0.005407599,0.005478046,,2022-30-A,0.214,0.211,0.211,0,0,0,0,0,0,0,0,0,0,0,0,plate7_20240130,0,0,0
30B,LK,30,FA,2022,B,7/18/22,16.572,26.281,26.131,1.015692018,0.984550417,10.04,9.884886188,2022-30-B,0.224,0.206,0.233,2.789925806,2.309364423,3.030206498,2.709832242,2.688479139,2.225391823,2.920022797,2.61129792,2.723502658,2.254382583,2.958062695,2.645315978,plate2_20240207,0.013706947,0.013208538,0.013380609,,2022-30-B,0.29,0.269,0.31,0,0,0,0,0.013698614,0,0.073486206,0.029061607,0.034481246,0,0.091675806,0.042052351,plate8_20240131,0,0.000147,0.00021271
30C,LK,30,FA,2022,C,7/18/23,16.56,26.24,26.132,1.011282908,0.988842975,10.05,9.937871901,2022-30-C,0.285,0.213,0.22,2.086675838,0.635075255,0.77620309,1.165984728,1.978007446,0.602002266,0.735780548,1.10526342,1.895750271,0.576967474,0.705182468,1.059300071,plate4_20240207,0.00586637,0.005560866,0.005329612,,2022-30-C,0.393,0.406,0.392,0.251478302,0.294920009,0.248136633,0.264844981,0.321604712,0.360466647,0.318615332,0.33356223,0.329033231,0.366209695,0.326173503,0.340472143,plate8_20240131,0.001332503,0.001678238,0.001713003
31A,LK,31,FA,2022,A,,15.624,25.612,25.513,1.010011123,0.990088106,10.01,9.910781938,2022-31-A,0.553,0.476,0.385,7.068245629,5.260089771,3.123178301,5.150504567,7.342256834,5.464005086,3.24425302,5.350171647,7.182294084,5.34496304,3.173571805,5.233609643,plate7_20240212,0.02598435,0.026991673,0.026403616,,2022-31-A,0.4,0.402,0.4,0.254200732,0.260574492,0.254200732,0.256325319,0.309320412,0.315163852,0.309320412,0.311268225,0.326799693,0.33208671,0.326799693,0.328562032,plate6_20240130,0.001293164,0.001570351,0.001657599
31B,LK,31,FA,2022,B,,16.301,26.045,25.94,1.010893246,0.989224138,10.06,9.951594828,2022-31-B,0.229,0.232,0.233,2.923415079,3.003508643,3.030206498,2.985710073,2.817114505,2.894295724,2.920022797,2.877144342,2.85381379,2.932000469,2.958062695,2.914625651,plate2_20240207,0.015001164,0.014455695,0.014644013,,2022-31-B,0.279,0.26,0.269,0,0,0,0,0,0,0,0,0.003024238,0,0,0.001008079,plate8_20240131,0,0,5.06E-06
31C,LK,31,FA,2022,C,,15.915,26.261,26.161,1.009759906,0.990334429,10.04,9.942957665,2022-31-C,0.437,0.303,0.295,5.151165959,2.449575984,2.288287031,3.296342991,4.882907271,2.322008741,2.169119277,3.12467843,4.679847288,2.225445971,2.078914549,2.994735936,plate4_20240207,0.01657627,0.015713023,0.015059583,,2022-31-C,0.414,0.454,0.385,0.321653367,0.455320156,0.224744945,0.333906156,0.384381683,0.503956867,0.297689675,0.395342742,0.389087519,0.50347664,0.306155407,0.399573189,plate8_20240131,0.001679109,0.001988054,0.002009328
32A,LK,32,FA,2022,A,7/21/22,16.068,26.451,26.303,1.014460186,0.985745931,10.1,9.956033902,2022-32-A,0.232,0.228,0.244,3.003508643,2.896717225,3.323882898,3.074702922,2.894295724,2.791387431,3.203020601,2.962901252,2.932000469,2.827751563,3.244747185,3.001499739,plate2_20240207,0.015441404,0.014879927,0.015073772,,2022-32-A,0.256,0.242,0.23,0,0,0,0,0,0,0,0,0.000156628,0,0,5.22E-05,plate5_20240129,0,0,2.62E-07
32B,LK,32,FA,2022,B,7/21/22,15.65,25.32,25.227,1.009710765,0.990382627,10.03,9.933537746,2022-32-B,0.192,0.192,0.195,1.935594459,1.935594459,2.015688023,1.962292313,1.8652128,1.8652128,1.942394019,1.890939873,1.889511413,1.889511413,1.967698092,1.91557364,plate2_20240207,0.009877107,0.009517958,0.009641951,,2022-32-B,0.241,0.235,0.233,0,0,0,0,0,0,0,0,0,0,0,0,plate8_20240131,0,0,0
32C,LK,32,FA,2022,C,7/21/22,14.48,24.18,24.089,1.009470288,0.990618557,10.03,9.935904124,2022-32-C,0.483,0.348,0.363,5.424467576,2.254324187,2.606562342,3.428451368,5.634755245,2.341716465,2.707609663,3.561360458,5.511993135,2.290698446,2.648620078,3.483770553,plate7_20240212,0.01725284,0.017921673,0.017531221,,2022-32-C,0.337,0.346,0.357,0.05342727,0.082109193,0.117164877,0.08423378,0.125252064,0.151547542,0.18368646,0.153495356,0.160258666,0.184050242,0.213128833,0.18581258,plate6_20240130,0.000423886,0.000772428,0.000935056
1A,DC,1,FASP,2023,A,7/5/23,14.714,24.406,24.221,1.019459346,0.980912092,10.03,9.838548287,2023-1-A,0.439,0.375,0.365,8.788500597,7.094331807,6.829617933,7.570816779,8.70020489,7.023056959,6.184327619,7.302529823,8.339023138,6.731500606,6.48032521,7.183616318,plate5_20240208,0.038475274,0.037111826,0.036507501,,2023-1-A,1.291,1.232,1.26,3.66744695,3.451421959,3.553942294,3.557603734,3.419132676,3.222608366,3.31587414,3.319205061,3.184790364,3.004004281,3.089801066,3.092865237,plate3_20240129,0.018079922,0.016868368,0.015718098
1B,DC,1,FASP,2023,B,7/5/23,15.205,26.919,26.699,1.019140421,0.981219054,10.08,9.890688066,2023-1-B,0.254,0.248,0.325,2.593067359,2.362572483,5.320590063,3.425409968,2.697679869,2.457886103,5.535239434,3.563601802,2.719069492,2.477374426,5.579127772,3.59185723,plate8_20240227,0.017316338,0.018014934,0.018157772,,2023-1-B,0.318,0.342,0.335,0.087140921,0.174071002,0.148716395,0.136642773,0.150261033,0.230576447,0.207151118,0.195996199,0.188112906,0.25955534,0.238717963,0.228795403,plate4_20240129,0.000690765,0.000990812,0.00115662
1C,DC,1,FASP,2023,C,7/5/23,14.496,24.26,24.081,1.018675013,0.981667349,10.43,10.23879045,2023-1-C,0.869,0.815,0.836,13.86076946,12.77206902,13.19545252,13.276097,13.13893835,12.10693447,12.50826931,12.58471404,12.59254407,11.60345697,11.98810196,12.06136767,plate4_20240207,0.06483235,0.061456058,0.058900354,,2023-1-C,2.89,2.881,2.774,9.522090341,9.489137377,9.097363241,9.36953032,8.745274561,8.715296277,8.358887783,8.606486207,8.084399631,8.056822093,7.728955806,7.956725843,plate3_20240129,0.045755064,0.042028823,0.03885579
2A,DC,2,FASP,2023,A,7/14/23,14.496,24.096,23.864,1.024765158,0.975833333,10.01,9.768091667,2023-2-A,0.262,0.264,0.272,3.804444281,3.85783999,4.071422827,3.9112357,3.666107917,3.717562063,3.923378648,3.769016209,3.71386726,3.765991713,3.974489524,3.818116166,plate2_20240207,0.02002047,0.01929249,0.019543818,,2023-2-A,0.235,0.236,0.223,0,0,0,0,0,0,0,0,0,0,0,0,plate1_20240125,0,0,0
2B,DC,2,FASP,2023,B,7/14/23,16.176,25.878,25.648,1.024282095,0.976293548,10.07,9.831276026,2023-2-B,0.61,0.561,0.617,16.26909669,14.38672187,16.53800738,15.73127531,16.92544332,14.96712757,17.20520272,16.36592454,17.0596434,15.08580037,17.34162098,16.49568825,plate8_20240227,0.080006274,0.083233979,0.083893933,,2023-2-B,1.476,1.525,1.502,4.281517297,4.458999544,4.375691551,4.372069464,4.025479736,4.189457039,4.112488101,4.109141625,3.635210343,3.781071979,3.712606313,3.709629545,plate4_20240129,0.022235514,0.020898313,0.01886647
2C,DC,2,FASP,2023,C,7/14/23,15.662,25.481,25.312,1.017512953,0.982788471,10.06,9.886852022,2023-2-C,0.224,0.212,0.206,0.71394775,0.377972338,0.209984632,0.43396824,0.688796199,0.364656811,0.202587117,0.418680042,0.682297749,0.361216456,0.200675809,0.414730005,plate3_20240207,0.002194673,0.002117358,0.002097381,,2023-2-C,0.258,0.265,0.261,0,0,0,0,0.037549634,0.062812142,0.048376423,0.049579399,0.061268338,0.085214904,0.071531152,0.072671465,plate1_20240125,0,0.000250734,0.000367516
3A,DC,3,FASP,2023,A,7/13/23,16.574,25.913,25.743,1.018540735,0.981796766,10.04,9.857239533,2023-3-A,0.511,0.448,0.404,6.081978797,4.602578549,3.56934663,4.751301326,6.31775588,4.78100445,3.707717737,4.935492689,6.180113514,4.67684266,3.626939205,4.827965126,plate7_20240212,0.024100567,0.025034862,0.024489438,,2023-3-A,0.435,0.428,0.422,0.510925063,0.485570456,0.463837936,0.486777818,0.541798674,0.518373345,0.498294492,0.519488837,0.536394771,0.515557395,0.497696786,0.516549651,plate4_20240129,0.002469139,0.002635062,0.002620154
3B,DC,3,FASP,2023,B,7/13/23,15.661,25.327,25.139,1.019835408,0.980550383,10.03,9.834920339,2023-3-B,0.426,0.371,0.379,9.200587149,7.087717449,7.39504395,7.894449516,9.571767831,7.373658308,7.693383329,8.212936489,9.647661382,7.432123278,7.754383365,8.278056008,plate8_20240227,0.040134791,0.041753955,0.042085018,,2023-3-B,0.392,0.418,0.396,0.355175336,0.449349589,0.369663682,0.391396202,0.397900225,0.48490859,0.411286127,0.431364981,0.408393744,0.485789714,0.420300816,0.438161425,plate4_20240129,0.001989829,0.002193027,0.00222758
3C,DC,3,FASP,2023,C,7/13/23,15.201,25.179,24.64,1.057103507,0.945981159,10,9.459811585,2023-3-C,0.567,0.524,0.523,12.17683818,11.03856852,11.01209713,11.40916794,12.05450075,10.92766699,10.90146155,11.2945431,11.5540682,10.474014,10.44889646,10.82565956,plate5_20240208,0.060303357,0.059697506,0.057219213,,2023-3-C,1.128,1.088,1.092,3.070632145,2.924174524,2.938820286,2.977875652,2.876192634,2.742955814,2.756279496,2.791809314,2.685330507,2.562763671,2.575020355,2.607704845,plate3_20240129,0.015739614,0.014756157,0.01378307
4A,DC,4,FASP,2023,A,7/13/23,16.388,26.172,25.985,1.019485256,0.980887163,10.06,9.867724857,2023-4-A,0.318,0.292,0.295,5.585462729,4.897206658,4.97662082,5.153096735,5.529347084,4.848005737,4.926622046,5.101324956,5.29980085,4.646744821,4.72209744,4.889547704,plate5_20240208,0.026110866,0.025848537,0.024775456,,2023-4-A,0.373,0.366,0.372,0.393986894,0.365535089,0.389922351,0.383148111,0.452576546,0.427314039,0.448967617,0.442952734,0.454676203,0.430729638,0.451255265,0.445553702,plate1_20240125,0.001941421,0.002244452,0.002257631
4B,DC,4,FASP,2023,B,7/13/23,15.201,24.951,24.677,1.028915154,0.971897436,10,9.718974359,2023-4-B,0.37,0.299,0.335,2.770940147,1.10367955,1.94905112,1.941223606,2.878359822,1.146465353,2.024609027,2.016478067,2.815650173,1.121487781,1.980499698,1.972545884,plate7_20240212,0.009986772,0.010373924,0.010147912,,2023-4-B,0.333,0.314,0.318,0.141472221,0.072652575,0.087140921,0.100421906,0.200458167,0.136875131,0.150261033,0.162531444,0.232764427,0.176205834,0.188112906,0.199027722,plate4_20240129,0.000516628,0.000836155,0.001023913
4C,DC,4,FASP,2023,C,7/13/23,15.2,24.941,24.627,1.033308582,0.967765117,10.04,9.71636177,2023-4-C,0.658,0.625,0.612,18.1130557,16.84533388,16.34592832,17.1014393,18.84379345,17.52492774,17.00537458,17.79136526,18.99320393,17.66388107,17.14020843,17.93243114,plate8_20240227,0.088003307,0.091553637,0.092279557,,2023-4-C,0.44,0.453,0.45,0.529035496,0.576122623,0.565256363,0.556804827,0.558531052,0.602035234,0.591995808,0.584187365,0.551278612,0.589976597,0.581046293,0.5741005,plate4_20240129,0.002865295,0.003006204,0.002954298
5A,DC,5,SP,2023,A,7/7/23,15.173,25.093,24.867,1.02331339,0.977217742,10.06,9.830810484,2023-5-A,0.631,0.538,0.533,9.062423086,7.187438999,7.086633403,7.778831829,8.590476783,6.813136759,3.922372337,6.441995293,8.23323427,6.52980649,6.438224352,7.067088371,plate4_20240207,0.039563533,0.032764314,0.035943569,,2023-5-A,0.355,0.329,0.354,0.240338623,0.14514117,0.236677183,0.207385658,0.301391084,0.214787151,0.298060164,0.2714128,0.316726403,0.237057959,0.313662232,0.289148865,plate3_20240129,0.001054774,0.001380419,0.001470626
5B,DC,5,SP,2023,B,7/7/23,15.913,25.391,25.15,1.026090722,0.974572695,10,9.745726947,2023-5-B,0.698,0.617,0.607,10.41321807,8.780167417,8.578556225,9.257313905,9.870926048,8.322920221,8.13180839,8.77521822,9.460434929,7.976804282,7.793640004,8.410293072,plate4_20240207,0.04749422,0.04502085,0.043148618,,2023-5-B,0.381,0.372,0.377,0.361602944,0.32682742,0.346147156,0.344859173,0.41611313,0.384752746,0.402175182,0.401013686,0.421670231,0.392579877,0.408741184,0.407663764,plate2_20240126,0.001769284,0.002057382,0.0020915
5C,DC,5,SP,2023,C,7/7/23,16.572,27.118,26.879,1.023188125,0.977337379,10.15,9.919974398,2023-5-C,0.712,0.674,0.65,16.01518934,15.00927662,14.37396333,15.13280976,15.85428903,14.85848245,14.22955197,14.98077448,15.19611144,14.24164494,13.63882399,14.35886012,plate5_20240208,0.07627444,0.075508131,0.072373474,,2023-5-C,0.416,0.418,0.433,0.56876227,0.576891358,0.637859512,0.59450438,0.607760522,0.614978382,0.669112327,0.630617077,0.601776536,0.608618411,0.659932481,0.623442476,plate1_20240125,0.002996502,0.003178522,0.003142359
6A,DC,6,SP,2023,A,7/7/23,15.493,25.179,24.975,1.021514448,0.978938674,10.01,9.79917613,2023-6-A,0.452,0.427,0.433,5.453582747,4.949554767,5.070521482,5.157886332,5.169575016,4.69179544,4.806462538,4.889277665,4.954593704,4.496683011,4.606581577,4.685952764,plate4_20240207,0.026317959,0.024947391,0.023909932,,2023-6-A,0.371,0.36,0.368,0.298921671,0.258645826,0.28793735,0.281834949,0.354685813,0.318045687,0.344693051,0.339141517,0.365753137,0.332047257,0.356560625,0.351453673,plate3_20240129,0.001438054,0.001730459,0.001793282
6B,DC,6,SP,2023,B,7/7/23,15.497,25.737,25.231,1.051982741,0.950585938,10.02,9.524871094,2023-6-B,1.35,1.259,1.251,23.5582678,21.72360595,21.562317,22.28139692,22.3314174,20.59229974,20.43941028,21.12104247,21.40274582,19.73595089,19.58941947,20.24270539,plate4_20240207,0.116964296,0.110873115,0.106262359,,2023-6-B,0.646,0.644,0.651,1.503607304,1.495478217,1.523930022,1.507671848,1.437814347,1.430596488,1.455858996,1.441423277,1.388592266,1.38175039,1.405696956,1.392013204,plate1_20240125,0.007914395,0.007566629,0.007307255
6C,DC,6,SP,2023,C,7/7/23,15.203,24.703,24.505,1.021285745,0.979157895,10.01,9.801370526,2023-6-C,0.458,0.349,0.343,9.291456956,6.406075736,6.247247412,7.314926701,9.198108182,6.341715613,6.184482994,7.241435596,8.81625639,6.078444577,5.927739339,6.940813435,plate5_20240208,0.037315836,0.036940934,0.035407362,,2023-6-C,0.375,0.397,0.373,0.402115982,0.491535941,0.393986894,0.429212939,0.459794406,0.539190859,0.452576546,0.483853937,0.461518079,0.536778714,0.454676203,0.484324332,plate1_20240125,0.002189556,0.002468297,0.002470697
7A,DC,7,SP,2023,A,7/12/23,16.387,25.996,25.841,1.016395177,0.983869289,10.01,9.848531585,2023-7-A,0.585,0.52,0.533,7.819687025,6.29332169,6.598594757,6.903867824,8.122828989,6.537291799,0.698488557,5.119536448,7.945860233,6.394866494,6.705065242,7.015263989,plate7_20240212,0.03505024,0.025991369,0.035615787,,2023-7-A,0.439,0.434,0.426,0.52541341,0.507302976,0.478326283,0.503680889,0.555184576,0.538452199,0.511680394,0.535105723,0.548301844,0.533418003,0.509603859,0.530441235,plate4_20240129,0.002557137,0.002716678,0.002692997
7B,DC,7,SP,2023,B,7/12/23,16.306,27.268,27.053,1.020005583,0.980386791,10.06,9.862691115,2023-7-B,0.648,0.595,0.584,14.32102055,12.91803702,12.62685176,13.28863644,14.1771411,12.78825297,12.49999317,13.15512908,13.58858891,12.25735931,11.98106638,12.60900487,plate5_20240208,0.067368208,0.066691377,0.06392274,,2023-7-B,0.372,0.375,0.384,0.32682742,0.338419262,0.373194786,0.346147156,0.384752746,0.395206208,0.426566592,0.402175182,0.392579877,0.402276661,0.431367015,0.408741184,plate2_20240126,0.001754831,0.002038871,0.002072158
7C,DC,7,SP,2023,C,7/12/23,16.066,16.066,25.587,0,#DIV/0!,10.01,#DIV/0!,2023-7-C,0.788,0.735,0.726,18.02701478,16.62403125,16.38578876,17.01227826,17.8459022,16.45701407,16.22116514,16.84136047,17.10504445,15.77381485,15.547757,16.14220543,plate5_20240208,#DIV/0!,#DIV/0!,#DIV/0!,,2023-7-C,0.389,0.382,0.384,0.392514522,0.365466892,0.373194786,0.377058733,0.443989028,0.419597618,0.426566592,0.430051079,0.447528323,0.424902492,0.431367015,0.434599277,plate2_20240126,#DIV/0!,#DIV/0!,#DIV/0!
8A,DC,8,SP,2023,A,7/12/23,14.495,24.664,24.507,1.015681183,0.98456092,10.03,9.875146032,2023-8-A,0.397,0.538,0.428,8.08652858,13.50315817,9.277418774,10.28903518,8.412764628,14.04791813,9.651699086,10.70412728,8.479468563,14.15930261,9.728226404,10.78899919,plate8_20240227,0.05209561,0.054197311,0.054627036,,2023-8-A,0.351,0.347,0.34,0.206669782,0.192181435,0.166826828,0.188559348,0.260694727,0.247308825,0.223883496,0.243962349,0.286346253,0.27443918,0.253601804,0.271462412,plate4_20240129,0.000954717,0.001235234,0.001374473
8B,DC,8,SP,2023,B,7/12/23,15.931,25.531,25.38,1.015980527,0.984270833,10,9.842708333,2023-8-B,0.633,0.634,0.566,9.681809795,9.711237788,7.710134244,9.034393943,11.17614041,11.21011044,8.900148292,10.42879972,12.62879375,12.66717914,10.05697253,11.78431514,plate6_20240209,0.045893842,0.052977287,0.059863174,,2023-8-B,0.79,0.815,0.814,2.088901586,2.190515177,2.186450633,2.155289132,1.957500221,2.047723462,2.044114533,2.016446072,1.881207332,1.966730781,1.963309843,1.937082652,plate1_20240125,0.010948659,0.01024335,0.009840191
8C,DC,8,SP,2023,C,7/12/23,14.847,24.673,24.543,1.013407591,0.986769794,10,9.867697944,2023-8-C,0.522,0.511,0.474,10.98562575,10.69444048,9.714999153,10.46502179,10.87525611,10.58699631,9.617395165,10.35988253,10.42377892,10.14748599,9.218137023,9.929800645,plate5_20240208,0.053026663,0.052493918,0.050314677,,2023-8-C,1.589,1.591,1.601,5.029251092,5.036978986,5.075618457,5.047282845,4.625373604,4.632342578,4.667187449,4.641634544,4.326242147,4.33270667,4.365029286,4.341326034,plate2_20240126,0.025574774,0.023519338,0.021997664
9A,DC,9,SU,2023,A,7/19/23,16.911,26.691,26.507,1.019174656,0.981186094,10.05,9.860920245,2023-9-A,0.187,0.165,0.175,0,0,0,0,0,0,0,0,0,0,0,0,plate3_20240207,0,0,0,,2023-9-A,0.366,0.354,0.356,0.303643737,0.257276372,0.265004266,0.275308125,0.363845823,0.322031977,0.329000952,0.338292917,0.373186308,0.334399169,0.340863693,0.349483057,plate2_20240126,0.001395956,0.001715321,0.001772061
9A,DC,9,SU,2023,A,7/19/23,16.911,26.691,26.507,1.019174656,0.981186094,10.05,9.860920245,2023-9-A REDO NO3,0.228,0.196,0.208,3.041645128,1.922879104,2.342416363,2.435646865,3.411886754,2.156939902,2.627544971,2.732123876,3.388488109,2.142147655,2.609525326,2.71338703,plate9_20240227,0.012349998,0.013853291,0.013758285,,2023-9-A,0.366,0.354,0.356,0.303643737,0.257276372,0.265004266,0.275308125,0.363845823,0.322031977,0.329000952,0.338292917,0.373186308,0.334399169,0.340863693,0.349483057,plate2_20240126,0.001395956,0.001715321,0.001772061
9B,DC,9,SU,2023,B,7/19/23,15.466,25.127,24.923,1.021571323,0.978884173,10.07,9.857363627,2023-9-B,0.333,0.198,0.206,3.765724406,0,0.209984632,1.325236346,3.633062302,0,0.202587117,1.278549806,3.598786169,0,0.200675809,1.266487326,plate3_20240207,0.006722063,0.006485252,0.006424067,,2023-9-B,0.294,0.292,0.319,0.016990751,0.00966787,0.108526764,0.045061795,0.098204934,0.091543093,0.181477946,0.123741991,0.129811978,0.123683636,0.20641625,0.153303955,plate3_20240129,0.000228569,0.000627663,0.000777611
9C,DC,9,SU,2023,C,7/19/23,14.717,25.762,25.536,1.020889176,0.979538253,10.02,9.814973291,2023-9-C,0.196,0.161,0.156,2.355953473,1.429454916,1.29709798,1.69416879,2.332283841,1.415093566,1.284066384,1.677147931,2.235461022,1.356347137,1.230759439,1.607522533,plate5_20240208,0.008630532,0.008543823,0.008189134,,2023-9-C,0.377,0.403,0.418,0.410245069,0.515923203,0.576891358,0.501019877,0.467012265,0.560844437,0.614978382,0.547611694,0.468359955,0.557304342,0.608618411,0.544760903,plate1_20240125,0.002552324,0.002789675,0.002775152
10A,DC,10,SU,2023,A,7/19/23,14.628,24.415,24.23,1.019266819,0.981097374,10.11,9.918894452,2023-10-A,0.246,0.195,0.202,1.300392189,0.272175109,0.413302944,0.661956747,1.232671307,0.258000971,0.391779253,0.627483844,1.181409589,0.247271775,0.375486769,0.601389378,plate4_20240207,0.003336847,0.003163073,0.003031534,,2023-10-A,0.369,0.363,0.369,0.37772872,0.353341458,0.37772872,0.369599633,0.438140828,0.41648725,0.438140828,0.430922968,0.440992452,0.420466824,0.440992452,0.434150576,plate1_20240125,0.001863109,0.002172233,0.002188503
10A,DC,10,SU,2023,A,7/19/23,14.628,24.415,24.23,1.019266819,0.981097374,10.11,9.918894452,2023-10-A,0.203,0.152,0.189,0.433464063,0,0.151208394,0.194890819,0.410890436,0,0.143333873,0.184741436,0.393803196,0,0.137373208,0.177058802,plate4_20240207,0.000982422,0.00093126,0.000892533,,2023-10-A,0.294,0.272,0.299,0.025439543,0,0.044759279,0.023399607,0.112962749,0.036304031,0.130385184,0.093217322,0.140463478,0.069353725,0.156624786,0.12214733,plate2_20240126,0.000117955,0.000469898,0.000615731
10B,DC,10,SU,2023,B,7/19/23,16.069,25.747,25.613,1.014040235,0.986154164,10,9.861541641,2023-10-B,0.152,0.158,0.16,1.636710141,1.810520068,1.86845671,1.77189564,1.578811106,1.746472462,1.802359581,1.709214383,1.592876977,1.762032055,1.818417081,1.724442038,plate1_20240206,0.008983867,0.008666061,0.008743268,,2023-10-B,0.244,0.244,0.235,0,0,0,0,0,0,0,0,0,0,0,0,plate4_20240129,0,0,0
10C,DC,10,SU,2023,C,7/19/23,15.466,25.303,25.123,1.018639329,0.981701738,10.01,9.826834401,2023-10-C,0.383,0.25,0.28,4.062465521,1.381036666,1.985870242,2.476457477,3.850903386,1.309116039,1.882451531,2.347490319,3.69076019,1.2546753,1.804168133,2.249867874,plate4_20240207,0.012600484,0.011944286,0.011447572,,2023-10-C,0.352,0.344,0.352,0.229354301,0.200062777,0.229354301,0.21959046,0.291398323,0.264750959,0.291398323,0.282515868,0.30753389,0.283020523,0.30753389,0.299362768,plate3_20240129,0.0011173,0.001437471,0.00152319
11A,DC,11,SU,2023,A,7/19/23,16.573,26.339,26.212,1.013175641,0.986995699,10.66,10.52137416,2023-11-A,0.141,0.149,0.152,1.318058609,1.549805178,1.636710141,1.501524643,1.271431953,1.494980428,1.578811106,1.448407829,1.282759336,1.508299439,1.592876977,1.461311917,plate1_20240206,0.007135592,0.006883169,0.006944492,,2023-11-A,0.245,0.257,0.284,0,0,0,0,0,0,0.036480864,0.012160288,0,0.006530053,0.086902791,0.031144281,plate4_20240129,0,5.78E-05,0.000148005
11B,DC,11,SU,2023,B,7/19/23,16.306,25.986,25.824,1.017020382,0.983264463,10.07,9.90147314,2023-11-B,0.163,0.161,0.141,1.955361673,1.897425031,1.318058609,1.723615104,1.886190259,1.830303141,1.271431953,1.662641784,1.902994619,1.846609593,1.282759336,1.677454516,plate1_20240206,0.008703832,0.008395931,0.008470732,,2023-11-B,0.182,0.191,0.188,0,0,0,0,0,0,0,0,0,0,0,0,plate4_20240129,0,0,0
11C,DC,11,SU,2023,C,7/9/23,14.493,24.321,24.18,1.01455559,0.985653236,10.03,9.886101954,2023-11-C,0.215,0.179,0.208,0.461966191,0,0.265980534,0.242648908,0.445691658,0,0.256610348,0.234100669,0.441486779,0,0.254189358,0.231892046,plate3_20240207,0.001227222,0.001183989,0.001172818,,2023-11-C,0.323,0.368,0.323,0.13749401,0.311371632,0.13749401,0.195453217,0.214012876,0.370814798,0.214012876,0.266280183,0.234199062,0.379650831,0.234199062,0.282682985,plate2_20240126,0.000988525,0.00134674,0.001429699
12A,DC,12,SU,2023,A,7/19/23,15.494,25.085,24.841,1.026104633,0.974559483,10.09,9.833305182,MISSING KCL EXTRACT,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!
12B,DC,12,SU,2023,B,7/19/23,16.387,25.999,25.787,1.022553191,0.977944236,10.06,9.838119018,2023-12-B,0.222,0.208,0.214,3.664492617,3.258936122,3.432746048,3.452058262,3.534860264,3.143650432,3.311311789,3.329940828,3.566352879,3.171657699,3.340812776,3.359607784,plate1_20240206,0.0175443,0.016923666,0.017074442,,2023-12-B,0.215,0.214,0.214,0,0,0,0,0,0,0,0,0,0,0,0,plate1_20240125,0,0,0
12C,DC,12,SU,2023,C,7/19/23,15.663,25.364,25.169,1.02051336,0.979898979,10.01,9.808788785,2023-12-C,0.327,0.318,0.314,6.706166331,6.445451441,6.329578157,6.493731976,6.468934001,6.217441966,6.105667729,6.264014565,6.526566731,6.272834115,6.160064063,6.319821636,plate1_20240206,0.0331016,0.031930622,0.032215097,,2023-12-C,0.202,0.209,0.208,0,0,0,0,0,0,0,0,0,0,0,0,plate1_20240125,0,0,0
